Region,Country,ISO Code,RE or Non-RE,Group Technology,Technology,Poducer Type,Year,Electricity Installed Capacity (MW)
Europe,Iceland,ISL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,1987
Europe,Iceland,ISL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,1995
Europe,Iceland,ISL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,2099
Europe,Iceland,ISL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,2104
Europe,Iceland,ISL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,2104
Europe,Iceland,ISL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,4
Europe,Iceland,ISL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,4
Europe,Iceland,ISL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,5
Europe,Iceland,ISL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,7
Europe,Iceland,ISL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,7
Europe,Iceland,ISL,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,3
Europe,Iceland,ISL,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,2
Europe,Iceland,ISL,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,2
Europe,Iceland,ISL,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,2
Europe,Iceland,ISL,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,2
Europe,Ireland,IRL,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,6613
Europe,Ireland,IRL,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,6601
Europe,Ireland,IRL,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,6608
Europe,Ireland,IRL,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,6268
Europe,Ireland,IRL,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,6268
Europe,Ireland,IRL,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2016,11
Europe,Ireland,IRL,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2017,41
Europe,Ireland,IRL,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2018,41
Europe,Ireland,IRL,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2019,41
Europe,Ireland,IRL,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2020,41
Europe,Ireland,IRL,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2016,292
Europe,Ireland,IRL,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2017,292
Europe,Ireland,IRL,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2018,292
Europe,Ireland,IRL,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2019,292
Europe,Ireland,IRL,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2020,292
Europe,Ireland,IRL,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,5
Europe,Ireland,IRL,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,5
Europe,Ireland,IRL,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,5
Europe,Ireland,IRL,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,7
Europe,Ireland,IRL,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,7
Europe,Ireland,IRL,Total Renewable,Bioenergy,Biogas,On-grid,2016,56
Europe,Ireland,IRL,Total Renewable,Bioenergy,Biogas,On-grid,2017,56
Europe,Ireland,IRL,Total Renewable,Bioenergy,Biogas,On-grid,2018,57
Europe,Ireland,IRL,Total Renewable,Bioenergy,Biogas,On-grid,2019,59
Europe,Ireland,IRL,Total Renewable,Bioenergy,Biogas,On-grid,2020,59
Europe,Ireland,IRL,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2016,11
Europe,Ireland,IRL,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2017,41
Europe,Ireland,IRL,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2018,41
Europe,Ireland,IRL,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2019,41
Europe,Ireland,IRL,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2020,41
Europe,Ireland,IRL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,237
Europe,Ireland,IRL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,237
Europe,Ireland,IRL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,237
Europe,Ireland,IRL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,237
Europe,Ireland,IRL,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,237
Europe,Ireland,IRL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,6
Europe,Ireland,IRL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,16
Europe,Ireland,IRL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,24
Europe,Ireland,IRL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,31
Europe,Ireland,IRL,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,40
